classid,description,subclassid,description,invoiceitemid,description,invoicedescription,itemtype,description,quantityfrom,quanitytunitprice,dispensingfee,minimumprice,name1,status,revenue_id,allow_price_chg,nbr_disp
LAB,LABORATORY - IN HOUSE,OTH,Lab/Diag Tests - Other,1164,snap test - T4,,I,[None],0,45.99,0,0,River Valley Veterinary Wellness Clinic,0,,4,1
LAB,LABORATORY - IN HOUSE,OTH,Lab/Diag Tests - Other,1037,Vettest Sample Cups 250's,,I,box,0,14.99,0,0,River Valley Veterinary Wellness Clinic,0,,4,0
LAB,LABORATORY - IN HOUSE,SKT,Skin Tests,4605,Fungassy,,I,each,0,26.99,0,0,River Valley Veterinary Wellness Clinic,0,,4,0
LAB,LABORATORY - IN HOUSE,SKT,Skin Tests,4610,Skin Scraping & Microscopic Exam,,S,[None],0,79.99,0,0,River Valley Veterinary Wellness Clinic,1,,4,0
LAB,LABORATORY - IN HOUSE,SKT,Skin Tests,74,Tape Test & Microscopic Exam,,S,[None],0,79.99,0,0,River Valley Veterinary Wellness Clinic,1,,4,0
LAB,LABORATORY - IN HOUSE,SKT,Skin Tests,4615,WOODS LAMP EXAMINATION,,S,[None],0,15.99,0,0,River Valley Veterinary Wellness Clinic,0,,4,0
LAB,LABORATORY - IN HOUSE,URI,Urinary & Reproductive,968,Chemstrip 9,,I,each,0,1.99,0,0,River Valley Veterinary Wellness Clinic,0,,4,0
LAB,LABORATORY - IN HOUSE,URI,Urinary & Reproductive,79,ERD WITH URINALYSIS,,S,[None],0,86.99,0,0,River Valley Veterinary Wellness Clinic,0,,4,0
LAB,LABORATORY - IN HOUSE,URI,Urinary & Reproductive,82,Semen Evaluation,,S,[None],0,60.99,0,0,River Valley Veterinary Wellness Clinic,1,,4,0
LAB,LABORATORY - IN HOUSE,URI,Urinary & Reproductive,992,Statspin precalibrated 1.5ml urine tubes,,I,bag,0,11.99,0,0,River Valley Veterinary Wellness Clinic,0,,4,0
LAB,LABORATORY - IN HOUSE,URI,Urinary & Reproductive,4720,Urinalysis,,S,[None],0,95.99,0,95.700000,River Valley Veterinary Wellness Clinic,1,H,4,0
LAB,LABORATORY - IN HOUSE,URI,Urinary & Reproductive,1462,Urine Dip Stick,Urine Dip Stick,I,strip,0,31.99,0,15.780000,River Valley Veterinary Wellness Clinic,1,,4,0
LAB,LABORATORY - IN HOUSE,URI,Urinary & Reproductive,4193,Urine Sediment,Urine Sediment,S,[None],0,30.99,0,30.000000,River Valley Veterinary Wellness Clinic,1,,4,0
LAB,LABORATORY - IN HOUSE,URI,Urinary & Reproductive,81,Urine Specific Gravity,,S,[None],0,49.99,0,0,River Valley Veterinary Wellness Clinic,0,,4,0
LAB,LABORATORY - IN HOUSE,URI,Urinary & Reproductive,4740,VAGINAL SMEAR,,S,[None],0,56.99,0,0,River Valley Veterinary Wellness Clinic,0,,4,0
LAB-CVL,LABORATORY CVL & OTHERS,,,4158,4Dx Plus Add-on,4Dx Pluss Screen ,I,[None],0,43.99,0,0,River Valley Veterinary Wellness Clinic,0,,4,0
LAB-CVL,LABORATORY CVL & OTHERS,,,4158,4Dx Plus Add-on,4Dx Pluss Screen ,I,[None],1,43.90,0,0,River Valley Veterinary Wellness Clinic,0,,4,0
LAB-CVL,LABORATORY CVL & OTHERS,,,11252,4Dx Plus Screen ,4Dx Plus Screen ,S,[None],0,63.99,0,0,River Valley Veterinary Wellness Clinic,0,,4,0
LAB-CVL,LABORATORY CVL & OTHERS,,,3739,ACTH Stim (1Pre/1Post) - Canine/Feline,ACTH Stim Test,S,[None],0,131.99,0,0,River Valley Veterinary Wellness Clinic,0,,4,0
LAB-CVL,LABORATORY CVL & OTHERS,,,5656,Adrenal Metabolite Panel- Canine,,S,[None],0,587.99,0,0,River Valley Veterinary Wellness Clinic,0,,4,0
LAB-CVL,LABORATORY CVL & OTHERS,,,4748,Albumin- to the lab,,I,[None],0,43.99,0,0,River Valley Veterinary Wellness Clinic,0,,4,0
LAB-CVL,LABORATORY CVL & OTHERS,,,4576,Avian Panel,,I,each,0,113.99,0,0,River Valley Veterinary Wellness Clinic,0,,4,0
LAB-CVL,LABORATORY CVL & OTHERS,,,4804,Blood Typing -Lab Out,,I,[None],0,117.99,0,0,River Valley Veterinary Wellness Clinic,0,,4,0
LAB-CVL,LABORATORY CVL & OTHERS,,,1522,"Canine DHPPC Titer, CVL",,I,[None],0,61.99,0,0,River Valley Veterinary Wellness Clinic,0,,4,0
LAB-CVL,LABORATORY CVL & OTHERS,,,2296,Canine Semen Profile ,,S,[None],0,172.99,0,0,River Valley Veterinary Wellness Clinic,0,,4,0
LAB-CVL,LABORATORY CVL & OTHERS,,,2989,Cardiopet proBNP Feline add on,Cardiopet proBNP Feline,S,[None],0,59.99,0,0,River Valley Veterinary Wellness Clinic,0,,4,0
LAB-CVL,LABORATORY CVL & OTHERS,,,9632,Cobalamin (Vitamin B12),,I,[None],0,107.99,0,107.900000,River Valley Veterinary Wellness Clinic,0,,4,0
LAB-CVL,LABORATORY CVL & OTHERS,,,8031,Cryptosporidium RealPCR ,,I,each,0,117.99,0,0,River Valley Veterinary Wellness Clinic,0,,4,0
LAB-CVL,LABORATORY CVL & OTHERS,,,5481,Cytology Resubmission,,S,[None],0,73.99,0,0,River Valley Veterinary Wellness Clinic,0,,4,0
LAB-CVL,LABORATORY CVL & OTHERS,,,DD,Cytology w/Micro description 3sites,,S,[None],0,119.99,0,0,River Valley Veterinary Wellness Clinic,0,,4,0
LAB-CVL,LABORATORY CVL & OTHERS,,,18569,Estimate Allergy Testing/Treatment Spect,,G,[None],0,0,0,0,River Valley Veterinary Wellness Clinic,1,,4,0
LAB-CVL,LABORATORY CVL & OTHERS,,,1227,FNA - CVL,,I,[None],0,65.99,0,0,River Valley Veterinary Wellness Clinic,0,,4,0
LAB-CVL,LABORATORY CVL & OTHERS,,,24108,FVS Liver Histopathology - Cornell Uni. ,,S,[None],0,442.99,0,340.000000,River Valley Veterinary Wellness Clinic,1,H,4,0
LAB-CVL,LABORATORY CVL & OTHERS,,,599,HISTOPATHOLOGY - PICK,,P,[None],0,0.99,0,0,River Valley Veterinary Wellness Clinic,0,,4,0
LAB-CVL,LABORATORY CVL & OTHERS,,,33847,IDEXX Chronic Enteropathy Panel-Canine,,S,[None],0,702.99,0,351.250000,River Valley Veterinary Wellness Clinic,1,,4,0
LAB-CVL,LABORATORY CVL & OTHERS,,,GPTUFS,"IDEXX General panel, T4, Urinalysis, Fpl",,S,[None],0,333.99,0,166.950000,River Valley Veterinary Wellness Clinic,1,,4,0
LAB-CVL,LABORATORY CVL & OTHERS,,,5504,Ionized Calcium Vetstat 5s,,I,each,0,136.99,0,69.750000,River Valley Veterinary Wellness Clinic,0,,4,0
LAB-CVL,LABORATORY CVL & OTHERS,,,8686,Magnesium,,I,[None],0,41.99,0,0,River Valley Veterinary Wellness Clinic,0,,4,0
LAB-CVL,LABORATORY CVL & OTHERS,,,2259,Microbiology Special Request,,S,[None],0,47.99,0,0,River Valley Veterinary Wellness Clinic,0,,4,0
LAB-CVL,LABORATORY CVL & OTHERS,,,4602,NSAID Panel CVL,NSAID Panel CVL,S,[None],0,73.99,0,0,River Valley Veterinary Wellness Clinic,0,,4,0
LAB-CVL,LABORATORY CVL & OTHERS,,,1437,"Parasite Panel, Idexx",,S,[None],0,71.99,0,0,River Valley Veterinary Wellness Clinic,0,,4,0
LAB-CVL,LABORATORY CVL & OTHERS,,,3983,Post Mortem - Canine (APS),,S,[None],0,229.99,0,0,River Valley Veterinary Wellness Clinic,1,,4,0
LAB-CVL,LABORATORY CVL & OTHERS,,,1760,Rabbit Respiratory Infection Panel,,S,[None],0,148.99,0,0,River Valley Veterinary Wellness Clinic,0,,4,0
LAB-CVL,LABORATORY CVL & OTHERS,,,1148,Rabies Antigen Titer ,,S,[None],0,88.99,0,0,River Valley Veterinary Wellness Clinic,0,,4,0
LAB-CVL,LABORATORY CVL & OTHERS,,,4161,Rabies Serology for Export Rush Fee,Rabies Export Rush Fee,S,[None],0,435.99,0,0,River Valley Veterinary Wellness Clinic,0,,4,0
LAB-CVL,LABORATORY CVL & OTHERS,,,4769,SDMA,,I,each,0,43.99,0,0,River Valley Veterinary Wellness Clinic,0,,4,0
LAB-CVL,LABORATORY CVL & OTHERS,,,1498,Stone Analysis,Stone Analysis,I,[None],0,154.99,0,0,River Valley Veterinary Wellness Clinic,0,,4,0
LAB-CVL,LABORATORY CVL & OTHERS,,,1479,Stone Analysis ,,I,[None],0,81.99,0,0,River Valley Veterinary Wellness Clinic,0,,4,0
LAB-CVL,LABORATORY CVL & OTHERS,,,4163,Thyroid Panel - Canine ,,I,[None],0,187.99,0,0,River Valley Veterinary Wellness Clinic,0,,4,0
LAB-CVL,LABORATORY CVL & OTHERS,,,4162,Thyroid Panel - Feline,,I,[None],0,141.99,0,0,River Valley Veterinary Wellness Clinic,0,,4,0
LAB-CVL,LABORATORY CVL & OTHERS,,,1950,Tick/Vector Analysis by RealPCR Panel,,S,[None],0,148.99,0,0,River Valley Veterinary Wellness Clinic,0,,4,0
LAB-CVL,LABORATORY CVL & OTHERS,,,4206,Total t4 pre/post pill,Total T4 pre/post pill,I,[None],0,92.99,0,45.950000,River Valley Veterinary Wellness Clinic,0,,4,0
LAB-CVL,LABORATORY CVL & OTHERS,,,1917,Transtracheal Wash,,I,[None],0,140.99,0,0,River Valley Veterinary Wellness Clinic,0,,4,0
LAB-CVL,LABORATORY CVL & OTHERS,,,3738,TSH K9 add on,,S,[None],0,65.99,0,0,River Valley Veterinary Wellness Clinic,0,,4,0
LAB-CVL,LABORATORY CVL & OTHERS,,,23655,VARL - 12 Primary Food IgE Tests,,S,[None],0,238.99,0,119.160000,River Valley Veterinary Wellness Clinic,1,H,4,0
LAB-CVL,LABORATORY CVL & OTHERS,,,23657,VARL - 12 Special Molds Panel,,S,[None],0,238.99,0,119.160000,River Valley Veterinary Wellness Clinic,1,H,4,0
LAB-CVL,LABORATORY CVL & OTHERS,,,23656,VARL - 20 Extended Food IgE Tests,,S,[None],0,304.99,0,152.270000,River Valley Veterinary Wellness Clinic,1,H,4,0
LAB-CVL,LABORATORY CVL & OTHERS,,,23652,VARL - 40 Custom IgE Tests,,S,[None],0,410.99,0,205.230000,River Valley Veterinary Wellness Clinic,1,H,4,0
LAB-CVL,LABORATORY CVL & OTHERS,,,23658,VARL - Additional Individual Allergen,,S,[None],0,51.99,0,25.820000,River Valley Veterinary Wellness Clinic,1,H,4,0
LAB-CVL,LABORATORY CVL & OTHERS,,,23660,VARL - Custom Immunotherapy Rx Refill,,S,[None],0,421.99,0,210.850000,River Valley Veterinary Wellness Clinic,1,H,4,0
LAB-CVL,LABORATORY CVL & OTHERS,,,23659,VARL - Custom Initial Immunotherapy Rx,,S,[None],0,421.99,0,210.850000,River Valley Veterinary Wellness Clinic,1,H,4,0
LAB-CVL,LABORATORY CVL & OTHERS,,,23661,VARL - Custom ORAL Immunotherapy Rx,,S,[None],0,448.99,0,224.100000,River Valley Veterinary Wellness Clinic,1,H,4,0
LAB-CVL,LABORATORY CVL & OTHERS,BLT,BLOOD TEST,3509,ACTH (Endogenous),ACTH Test,S,[None],0,127.99,0,0,River Valley Veterinary Wellness Clinic,0,,4,0
LAB-CVL,LABORATORY CVL & OTHERS,BLT,BLOOD TEST,122,ACTH Stim w/Gel (1Pre/2 Post) - Canine,ACTH Stim Test,I,[None],0,181.99,0,0,River Valley Veterinary Wellness Clinic,0,,4,0
LAB-CVL,LABORATORY CVL & OTHERS,BLT,BLOOD TEST,3620,"Allergy Panel, Environmental (Idexx)","Allergy Panel, Environmental ",S,[None],0,277.99,0,0,River Valley Veterinary Wellness Clinic,0,,4,0
LAB-CVL,LABORATORY CVL & OTHERS,BLT,BLOOD TEST,4447,ALT - Idexx,,S,[None],0,43.99,0,0,River Valley Veterinary Wellness Clinic,0,,4,0
LAB-CVL,LABORATORY CVL & OTHERS,BLT,BLOOD TEST,1067,Amylase and Lipase CVL,,S,[None],0,61.99,0,0,River Valley Veterinary Wellness Clinic,0,,4,0
LAB-CVL,LABORATORY CVL & OTHERS,BLT,BLOOD TEST,1068,"Amylase and Lipase, add on CVL",,S,[None],0,49.99,0,0,River Valley Veterinary Wellness Clinic,0,,4,0
LAB-CVL,LABORATORY CVL & OTHERS,BLT,BLOOD TEST,4160,Anemia PCR w/FeLV/FIV add-on to CBC,Feline Anemia PCR,I,[None],0,121.99,0,0,River Valley Veterinary Wellness Clinic,0,,4,0
LAB-CVL,LABORATORY CVL & OTHERS,BLT,BLOOD TEST,1897,Antinuclear Antibody (ANA) by IFA k9,,I,[None],0,129.99,0,0,River Valley Veterinary Wellness Clinic,0,,4,0
LAB-CVL,LABORATORY CVL & OTHERS,BLT,BLOOD TEST,AVP2,Avian Comprehensive Profile,,I,[None],0,185.99,0,0,River Valley Veterinary Wellness Clinic,0,,4,0
LAB-CVL,LABORATORY CVL & OTHERS,BLT,BLOOD TEST,1811,Avian DNA sexing test,,I,[None],0,65.99,0,0,River Valley Veterinary Wellness Clinic,0,,4,0
LAB-CVL,LABORATORY CVL & OTHERS,BLT,BLOOD TEST,721,Avian Panel CVL,,S,[None],0,87.99,0,0,River Valley Veterinary Wellness Clinic,0,,4,0
LAB-CVL,LABORATORY CVL & OTHERS,BLT,BLOOD TEST,1197,Babesia gibsoni Profile for Export,,I,[None],0,335.99,0,0,River Valley Veterinary Wellness Clinic,0,,4,0
LAB-CVL,LABORATORY CVL & OTHERS,BLT,BLOOD TEST,118,Bile Acids (Single Sample) CVL,Bile Acids CVL,S,[None],0,87.99,0,0,River Valley Veterinary Wellness Clinic,0,,4,0
LAB-CVL,LABORATORY CVL & OTHERS,BLT,BLOOD TEST,119,Bile Acids Panel (Pre/Post),Bile Acids Panel,S,[None],0,115.99,0,0,River Valley Veterinary Wellness Clinic,0,,4,0
LAB-CVL,LABORATORY CVL & OTHERS,BLT,BLOOD TEST,1042,Bile Acids Panel Add-on,Bile Acids Panel ,S,[None],0,81.99,0,0,River Valley Veterinary Wellness Clinic,0,,4,0
LAB-CVL,LABORATORY CVL & OTHERS,BLT,BLOOD TEST,4455,Blood Culture/Joint Fluid Culture,,S,[None],0,153.99,0,0,River Valley Veterinary Wellness Clinic,0,,4,0
LAB-CVL,LABORATORY CVL & OTHERS,BLT,BLOOD TEST,2373,Brucella canis antibody (RSTAT),,S,[None],0,169.99,0,0,River Valley Veterinary Wellness Clinic,0,,4,0
LAB-CVL,LABORATORY CVL & OTHERS,BLT,BLOOD TEST,2297,Brucella Canis Antibody by IFA,,S,[None],0,103.99,0,0,River Valley Veterinary Wellness Clinic,0,,4,0
LAB-CVL,LABORATORY CVL & OTHERS,BLT,BLOOD TEST,3514,Canine Cardiac w/Cardiopet proBNP,,S,[None],0,213.99,0,0,River Valley Veterinary Wellness Clinic,0,,4,0
LAB-CVL,LABORATORY CVL & OTHERS,BLT,BLOOD TEST,4570,Canine Vaccine Titer Panel,Canine Vaccine Titer Panel,S,[None],0,135.99,0,0,River Valley Veterinary Wellness Clinic,0,,4,0
LAB-CVL,LABORATORY CVL & OTHERS,BLT,BLOOD TEST,3516,Canine Vom/Ano/Diarr Profile (No UA),K9 VAD Profile (No Urine),S,[None],0,173.99,0,0,River Valley Veterinary Wellness Clinic,0,,4,0
LAB-CVL,LABORATORY CVL & OTHERS,BLT,BLOOD TEST,3515,Canine Vomiting/Anorexia/Diarrhea Pro,K9 VAD Profile (With Urine),S,[None],0,195.99,0,0,River Valley Veterinary Wellness Clinic,0,,4,0
LAB-CVL,LABORATORY CVL & OTHERS,BLT,BLOOD TEST,3518,Cardiopet proBNP K9 add on,Cardiopet proBNP Canine,S,[None],0,59.99,0,0,River Valley Veterinary Wellness Clinic,0,,4,0
LAB-CVL,LABORATORY CVL & OTHERS,BLT,BLOOD TEST,120,"CBC, Comprehensive",Comprehensive CBC,S,[None],0,65.99,0,0,River Valley Veterinary Wellness Clinic,0,,4,0
LAB-CVL,LABORATORY CVL & OTHERS,BLT,BLOOD TEST,110,"CBC, Comprehensive follow up  ",Comprehensive CBC Follow-up,S,[None],0,51.99,0,0,River Valley Veterinary Wellness Clinic,0,,4,0
LAB-CVL,LABORATORY CVL & OTHERS,BLT,BLOOD TEST,121,"CBC, Comprehensive w Plasma Protein  ",,S,[None],0,53.99,0,0,River Valley Veterinary Wellness Clinic,0,,4,0
LAB-CVL,LABORATORY CVL & OTHERS,BLT,BLOOD TEST,1069,Chemistry Screen CVL,,S,[None],0,101.99,0,0,River Valley Veterinary Wellness Clinic,0,,4,0
LAB-CVL,LABORATORY CVL & OTHERS,BLT,BLOOD TEST,111,Chemistry Screen CVL Follow-up ,,S,[None],0,77.99,0,0,River Valley Veterinary Wellness Clinic,0,,4,0
LAB-CVL,LABORATORY CVL & OTHERS,BLT,BLOOD TEST,870,Coagulation Screen CVL,,S,[None],0,139.99,0,0,River Valley Veterinary Wellness Clinic,0,,4,0
LAB-CVL,LABORATORY CVL & OTHERS,BLT,BLOOD TEST,871,Coagulation Screen with FDP CVL,,S,[None],0,153.99,0,0,River Valley Veterinary Wellness Clinic,0,,4,0
LAB-CVL,LABORATORY CVL & OTHERS,BLT,BLOOD TEST,2369,Cobalamin (Vit B12) & Folate ,,S,[None],0,153.99,0,0,River Valley Veterinary Wellness Clinic,0,,4,0
LAB-CVL,LABORATORY CVL & OTHERS,BLT,BLOOD TEST,3521,Cobalamin (Vit B12) & Folate Add-on,,S,[None],0,109.99,0,0,River Valley Veterinary Wellness Clinic,0,,4,0
LAB-CVL,LABORATORY CVL & OTHERS,BLT,BLOOD TEST,3522,Cobalamin (Vit B12) & Folate Follow up,,S,[None],0,115.99,0,0,River Valley Veterinary Wellness Clinic,0,,4,0
LAB-CVL,LABORATORY CVL & OTHERS,BLT,BLOOD TEST,1229,Coombs Direct K9,,S,[None],0,95.99,0,0,River Valley Veterinary Wellness Clinic,0,,4,0
LAB-CVL,LABORATORY CVL & OTHERS,BLT,BLOOD TEST,CORRW,Cortisol (random),,S,[None],0,53.99,0,0,River Valley Veterinary Wellness Clinic,0,,4,0
LAB-CVL,LABORATORY CVL & OTHERS,BLT,BLOOD TEST,1519,Cortisol (Random),,S,[None],0,73.99,0,0,River Valley Veterinary Wellness Clinic,0,,4,0
LAB-CVL,LABORATORY CVL & OTHERS,BLT,BLOOD TEST,3421,cPli Add on,,S,[None],0,39.99,0,0,River Valley Veterinary Wellness Clinic,0,,4,0
LAB-CVL,LABORATORY CVL & OTHERS,BLT,BLOOD TEST,131,Cryptococcus Antigen (Agglutination),Cryptococcus Antigen ,S,[None],0,183.99,0,0,River Valley Veterinary Wellness Clinic,0,,4,0
LAB-CVL,LABORATORY CVL & OTHERS,BLT,BLOOD TEST,2171,"Dex Suppression, High (2 Post) K9/Fel",High Dose Dex Suppression Test,S,[None],0,171.99,0,0,River Valley Veterinary Wellness Clinic,0,,4,0
LAB-CVL,LABORATORY CVL & OTHERS,BLT,BLOOD TEST,124,"Dex Suppression, Low (2 Post) K9/Fel",Low Dose Dex Suppression Test,S,[None],0,181.99,0,0,River Valley Veterinary Wellness Clinic,0,,4,0
LAB-CVL,LABORATORY CVL & OTHERS,BLT,BLOOD TEST,2987,Diabetes Complete Profile - Feline,,S,[None],0,241.99,0,0,River Valley Veterinary Wellness Clinic,0,,4,0
LAB-CVL,LABORATORY CVL & OTHERS,BLT,BLOOD TEST,2107,Diarrhea RealPCR Panel Standard K9,,S,[None],0,185.99,0,0,River Valley Veterinary Wellness Clinic,0,,4,0
LAB-CVL,LABORATORY CVL & OTHERS,BLT,BLOOD TEST,132,Differential,,S,[None],0,37.99,0,0,River Valley Veterinary Wellness Clinic,0,,4,0
LAB-CVL,LABORATORY CVL & OTHERS,BLT,BLOOD TEST,4569,Distemper Vaccine Titer - Canine,Distemper Vaccine Titer - Canine,S,[None],0,105.99,0,0,River Valley Veterinary Wellness Clinic,0,,4,0
LAB-CVL,LABORATORY CVL & OTHERS,BLT,BLOOD TEST,3438,Distemper Virus Quant RealPCR K9,,S,[None],0,145.99,0,0,River Valley Veterinary Wellness Clinic,0,,4,0
LAB-CVL,LABORATORY CVL & OTHERS,BLT,BLOOD TEST,133,Electrolytes ,,S,[None],0,87.99,0,0,River Valley Veterinary Wellness Clinic,0,,4,0
LAB-CVL,LABORATORY CVL & OTHERS,BLT,BLOOD TEST,158,Ethylene Glycol CVL,,S,[None],0,71.99,0,0,River Valley Veterinary Wellness Clinic,0,,4,0
LAB-CVL,LABORATORY CVL & OTHERS,BLT,BLOOD TEST,3479,Feline ADR Combo Plus,,S,[None],0,241.99,0,0,River Valley Veterinary Wellness Clinic,0,,4,0
LAB-CVL,LABORATORY CVL & OTHERS,BLT,BLOOD TEST,3693,Feline Coronavirus RealPCR,,S,[None],0,141.99,0,0,River Valley Veterinary Wellness Clinic,0,,4,0
LAB-CVL,LABORATORY CVL & OTHERS,BLT,BLOOD TEST,1088,Feline Coronavirus Titer(FIP Titer) CVL,,S,[None],0,101.99,0,0,River Valley Veterinary Wellness Clinic,0,,4,0
LAB-CVL,LABORATORY CVL & OTHERS,BLT,BLOOD TEST,86,Feline Screen CVL,,S,[None],0,177.99,0,0,River Valley Veterinary Wellness Clinic,0,,4,0
LAB-CVL,LABORATORY CVL & OTHERS,BLT,BLOOD TEST,87,Feline Screen Plus ,,S,[None],0,201.99,0,0,River Valley Veterinary Wellness Clinic,0,,4,0
LAB-CVL,LABORATORY CVL & OTHERS,BLT,BLOOD TEST,88,Feline Screen Plus with Urinalysis  ,,S,[None],0,223.99,0,0,River Valley Veterinary Wellness Clinic,0,,4,0
LAB-CVL,LABORATORY CVL & OTHERS,BLT,BLOOD TEST,137,FIP Virus Profile,,S,[None],0,231.99,0,0,River Valley Veterinary Wellness Clinic,0,,4,0
LAB-CVL,LABORATORY CVL & OTHERS,BLT,BLOOD TEST,838,FIP Virus RealPCR Test,,S,[None],0,153.99,0,0,River Valley Veterinary Wellness Clinic,0,,4,0
LAB-CVL,LABORATORY CVL & OTHERS,BLT,BLOOD TEST,138,FIV Antibody by IFA CVL,,S,[None],0,239.99,0,0,River Valley Veterinary Wellness Clinic,0,,4,0
LAB-CVL,LABORATORY CVL & OTHERS,BLT,BLOOD TEST,2322,FIV Antibody by Western Blot,,S,[None],0,245.99,0,0,River Valley Veterinary Wellness Clinic,0,,4,0
LAB-CVL,LABORATORY CVL & OTHERS,BLT,BLOOD TEST,3648,Free T4 add on,,S,[None],0,65.99,0,0,River Valley Veterinary Wellness Clinic,0,,4,0
LAB-CVL,LABORATORY CVL & OTHERS,BLT,BLOOD TEST,3109,Free T4 and cTSH,,S,[None],0,131.99,0,0,River Valley Veterinary Wellness Clinic,0,,4,0
LAB-CVL,LABORATORY CVL & OTHERS,BLT,BLOOD TEST,1045,Free T4 CVL,,S,[None],0,93.99,0,0,River Valley Veterinary Wellness Clinic,0,,4,0
LAB-CVL,LABORATORY CVL & OTHERS,BLT,BLOOD TEST,139,Fructosamine (Idexx),,S,[None],0,77.99,0,0,River Valley Veterinary Wellness Clinic,0,,4,0
LAB-CVL,LABORATORY CVL & OTHERS,BLT,BLOOD TEST,1041,Fructosamine Add-on ,,S,[None],0,57.99,0,0,River Valley Veterinary Wellness Clinic,0,,4,0
LAB-CVL,LABORATORY CVL & OTHERS,BLT,BLOOD TEST,99,General Panel  w Amylase/Lipase & Urine,,S,[None],0,137.99,0,0,River Valley Veterinary Wellness Clinic,0,,4,0
LAB-CVL,LABORATORY CVL & OTHERS,BLT,BLOOD TEST,105,General Panel +CHOL CVL don't use,,S,[None],0,126.99,0,0,River Valley Veterinary Wellness Clinic,0,,4,0
LAB-CVL,LABORATORY CVL & OTHERS,BLT,BLOOD TEST,95,General Panel CVL,,S,[None],0,115.99,0,0,River Valley Veterinary Wellness Clinic,0,,4,0
LAB-CVL,LABORATORY CVL & OTHERS,BLT,BLOOD TEST,98,General Panel w/Amylasa and Lipase,,S,[None],0,149.99,0,0,River Valley Veterinary Wellness Clinic,0,,4,0
LAB-CVL,LABORATORY CVL & OTHERS,BLT,BLOOD TEST,106,General Panel w/T4,,S,[None],0,141.99,0,0,River Valley Veterinary Wellness Clinic,0,,4,0
LAB-CVL,LABORATORY CVL & OTHERS,BLT,BLOOD TEST,3527,General Panel w/Urinalysis,,S,[None],0,133.99,0,0,River Valley Veterinary Wellness Clinic,0,,4,0
LAB-CVL,LABORATORY CVL & OTHERS,BLT,BLOOD TEST,97,General Panel with Bile Acids ,,S,[None],0,121.99,0,0,River Valley Veterinary Wellness Clinic,0,,4,0
LAB-CVL,LABORATORY CVL & OTHERS,BLT,BLOOD TEST,101,Geriatric Panel CVL,,S,[None],0,202.99,0,0,River Valley Veterinary Wellness Clinic,0,,4,0
LAB-CVL,LABORATORY CVL & OTHERS,BLT,BLOOD TEST,3528,Geriatric Panel Follow up,,S,[None],0,133.99,0,0,River Valley Veterinary Wellness Clinic,0,,4,0
LAB-CVL,LABORATORY CVL & OTHERS,BLT,BLOOD TEST,3529,Geriatric Panel w Cardiopet proBNP Fel,,S,[None],0,177.99,0,0,River Valley Veterinary Wellness Clinic,0,,4,0
LAB-CVL,LABORATORY CVL & OTHERS,BLT,BLOOD TEST,3530,Geriatric Panel w Fecal O&P w Urinalysis,,S,[None],0,165.99,0,0,River Valley Veterinary Wellness Clinic,0,,4,0
LAB-CVL,LABORATORY CVL & OTHERS,BLT,BLOOD TEST,3729,"Geriatric panel w T4, free T4 & TSH",,S,[None],0,245.99,0,0,River Valley Veterinary Wellness Clinic,0,,4,0
LAB-CVL,LABORATORY CVL & OTHERS,BLT,BLOOD TEST,3449,Geriatric Panel w/Free T4,,S,[None],0,183.99,0,0,River Valley Veterinary Wellness Clinic,0,,4,0
LAB-CVL,LABORATORY CVL & OTHERS,BLT,BLOOD TEST,103,Geriatric Panel w/Fructosamine,,S,[None],0,199.99,0,0,River Valley Veterinary Wellness Clinic,0,,4,0
LAB-CVL,LABORATORY CVL & OTHERS,BLT,BLOOD TEST,104,Geriatric Panel w/Fructosamine and UA,,S,[None],0,211.99,0,0,River Valley Veterinary Wellness Clinic,0,,4,0
LAB-CVL,LABORATORY CVL & OTHERS,BLT,BLOOD TEST,3478,Geriatric Panel w/Spec cPL - Canine,,S,[None],0,199.99,0,0,River Valley Veterinary Wellness Clinic,0,,4,0
LAB-CVL,LABORATORY CVL & OTHERS,BLT,BLOOD TEST,4094,Geriatric Panel w/Spec fPL - Feline,,S,[None],0,199.99,0,0,River Valley Veterinary Wellness Clinic,0,,4,0
LAB-CVL,LABORATORY CVL & OTHERS,BLT,BLOOD TEST,102,Geriatric Panel w/Urinalysis,,S,[None],0,201.99,0,0,River Valley Veterinary Wellness Clinic,0,,4,0
LAB-CVL,LABORATORY CVL & OTHERS,BLT,BLOOD TEST,3419,Geriatric Panel w/Urinalysis & Spec cPL,,S,[None],0,215.99,0,0,River Valley Veterinary Wellness Clinic,0,,4,0
LAB-CVL,LABORATORY CVL & OTHERS,BLT,BLOOD TEST,3152,Geriatric Panel w/Urinalysis & Spec fPL,,S,[None],0,215.99,0,0,River Valley Veterinary Wellness Clinic,0,,4,0
LAB-CVL,LABORATORY CVL & OTHERS,BLT,BLOOD TEST,3502,GI Panel 1 - Feline,Feline GI Panel ,S,[None],0,201.99,0,0,River Valley Veterinary Wellness Clinic,0,,4,0
LAB-CVL,LABORATORY CVL & OTHERS,BLT,BLOOD TEST,140,Heartworm Antigen ELISA Canine/Feline,Heartworm Antigen Test (Idexx),S,[None],0,37.99,0,0,River Valley Veterinary Wellness Clinic,0,,4,0
